    ,symbol  ,name　　　　,moneyincomeratio      ,roe                   ,assetsturnratio       ,incomegrowthratio     ,goodwillequityratio   ,grossprofitmarginratio
3326,603289  ,泰瑞机器　　　　,0    73.65            ,0    15.65            ,1    66.28            ,0    23.38            ,1    0.00             ,1    31.86            
3327,603297  ,永新光学　　　　,1    102.45           ,0    20.77            ,1    83.06            ,0    5.68             ,1    0.00             ,1    38.60            
3328,603298  ,杭叉集团　　　　,0    76.63            ,0    18.88            ,1    138.88           ,0    29.17            ,1    0.13             ,1    22.62            
3329,603299  ,苏盐井神　　　　,1    115.63           ,0    5.28             ,1    53.30            ,0    48.35            ,1    0.00             ,1    29.38            
3330,603300  ,华铁应急　　　　,0    61.39            ,0    5.68             ,0    19.71            ,1    43.34            ,1    0.00             ,1    65.85            
3331,603301  ,振德医疗　　　　,1    100.64           ,0    24.98            ,1    91.90            ,0    21.51            ,1    5.96             ,1    28.94            
3332,603303  ,得邦照明　　　　,1    103.03           ,0    29.77            ,1    145.45           ,0    4.04             ,1    0.00             ,0    18.70            
3333,603305  ,旭升股份　　　　,0    99.95            ,1    30.12            ,1    74.69            ,0    42.41            ,1    0.00             ,1    41.31            
3334,603306  ,华懋科技　　　　,0    90.96            ,0    18.17            ,0    54.00            ,0    1.35             ,1    0.00             ,1    41.87            
3335,603308  ,应流股份　　　　,1    106.21           ,0    3.46             ,0    25.66            ,0    26.08            ,1    0.04             ,1    32.07            
3336,603309  ,维力医疗　　　　,1    107.87           ,0    11.51            ,1    71.60            ,0    41.64            ,0    9.22             ,1    35.24            
3337,603311  ,金海环境　　　　,1    105.46           ,0    12.42            ,1    62.21            ,0    14.41            ,1    0.00             ,1    34.30            
3338,603313  ,梦百合　　　　　,1    99.88            ,0    20.28            ,1    131.17           ,1    44.04            ,1    1.44             ,1    32.02            
3339,603315  ,福鞍股份　　　　,0    103.74           ,0    6.76             ,0    32.80            ,0    58.42            ,1    0.00             ,1    22.63            
3340,603316  ,诚邦股份　　　　,0    85.48            ,0    10.96            ,1    69.19            ,0    0.55             ,1    0.71             ,1    25.02            
3341,603317  ,天味食品　　　　,1    115.17           ,1    22.60            ,1    96.81            ,0    24.45            ,1    0.00             ,1    38.53            
3342,603318  ,派思股份　　　　,0    90.74            ,0    6.77             ,0    39.97            ,0    2.93             ,1    3.04             ,1    32.27            
3343,603319  ,湘油泵　　　　　,0    77.72            ,0    14.04            ,1    68.99            ,0    27.70            ,1    0.00             ,1    30.84            
3344,603320  ,迪贝电气　　　　,0    64.09            ,0    11.20            ,1    88.45            ,0    9.58             ,1    0.00             ,0    16.64            
3345,603321  ,梅轮电梯　　　　,0    101.12           ,0    20.98            ,1    76.76            ,0    -2.95            ,1    0.00             ,1    30.01            
3346,603322  ,超讯通信　　　　,0    85.72            ,0    11.24            ,1    98.34            ,0    44.57            ,0    6.92             ,0    20.65            
3347,603323  ,苏农银行　　　　,1    0.00             ,0    10.21            ,0    3.17             ,0    24.56            ,1    0.00             ,1    36.52            
3348,603326  ,我乐家居　　　　,1    117.43           ,0    22.80            ,1    136.24           ,1    40.33            ,1    0.00             ,1    35.00            
3349,603327  ,福蓉科技　　　　,0    100.02           ,0    16.82            ,1    83.43            ,0    17.99            ,1    0.00             ,0    21.01            
3350,603328  ,依顿电子　　　　,0    97.92            ,0    12.24            ,1    59.45            ,0    -0.70            ,1    0.00             ,1    28.56            
3351,603329  ,上海雅仕　　　　,1    107.53           ,0    18.06            ,1    211.49           ,0    25.11            ,1    0.00             ,0    10.29            
3352,603330  ,上海天洋　　　　,1    111.08           ,0    12.19            ,1    85.79            ,0    35.42            ,1    2.38             ,1    28.40            
3353,603331  ,百达精工　　　　,0    101.37           ,0    13.70            ,1    74.91            ,0    21.57            ,1    0.00             ,1    26.95            
3354,603332  ,苏州龙杰　　　　,0    75.63            ,0    20.89            ,1    183.01           ,0    13.30            ,1    0.00             ,0    15.40            
3355,603333  ,尚纬股份　　　　,0    111.77           ,0    -0.90            ,0    46.28            ,1    90.03            ,1    0.00             ,0    16.14            
3356,603335  ,迪生力　　　　　,1    100.29           ,0    9.52             ,1    109.08           ,0    2.04             ,1    1.20             ,1    29.45            
3357,603336  ,宏辉果蔬　　　　,1    104.62           ,0    12.11            ,1    96.64            ,0    10.31            ,1    0.08             ,0    17.09            
3358,603337  ,杰克股份　　　　,1    101.75           ,1    23.10            ,1    108.18           ,0    49.10            ,1    1.07             ,1    29.69            
3359,603338  ,浙江鼎力　　　　,0    96.87            ,1    21.01            ,1    61.72            ,0    54.54            ,1    0.00             ,1    42.12            
3360,603339  ,四方科技　　　　,0    105.71           ,0    15.83            ,1    76.73            ,0    38.32            ,1    0.00             ,1    29.69            
3361,603345  ,安井食品　　　　,1    118.88           ,0    16.93            ,1    127.40           ,1    30.00            ,1    0.10             ,1    26.80            
3362,603348  ,文灿股份　　　　,0    96.30            ,0    16.49            ,1    79.25            ,0    12.26            ,1    0.00             ,1    28.41            
3363,603351  ,威尔药业　　　　,0    69.36            ,1    21.73            ,1    109.54           ,0    21.56            ,1    0.00             ,1    32.78            
3364,603355  ,莱克电气　　　　,0    94.91            ,0    17.12            ,1    119.98           ,0    10.25            ,1    0.00             ,1    24.35            
3365,603356  ,华菱精工　　　　,0    106.86           ,0    20.84            ,1    134.11           ,1    69.26            ,1    0.16             ,1    23.47            
3366,603357  ,设计总院　　　　,0    93.83            ,1    26.08            ,1    62.33            ,0    34.69            ,1    0.00             ,1    44.71            
3367,603358  ,华达科技　　　　,0    92.34            ,0    20.02            ,1    100.41           ,0    28.87            ,1    0.77             ,1    21.02            
3368,603359  ,东珠生态　　　　,0    56.56            ,0    16.21            ,0    42.35            ,1    52.34            ,1    0.00             ,1    29.82            
3369,603360  ,百傲化学　　　　,0    82.42            ,0    19.51            ,1    61.80            ,0    46.09            ,1    0.42             ,1    46.79            
3370,603363  ,傲农生物　　　　,1    98.26            ,0    18.12            ,1    316.98           ,0    15.74            ,1    2.14             ,0    17.17            
3371,603365  ,水星家纺　　　　,1    115.26           ,0    20.62            ,1    132.79           ,0    22.50            ,1    0.00             ,1    35.08            
3372,603366  ,日出东方　　　　,0    95.73            ,0    1.43             ,1    54.11            ,0    29.11            ,1    4.41             ,1    36.51            
3373,603367  ,辰欣药业　　　　,0    67.80            ,0    12.33            ,1    82.60            ,0    45.19            ,1    0.00             ,1    44.64            
3374,603368  ,柳药股份　　　　,0    98.17            ,0    16.63            ,1    150.47           ,1    41.07            ,1    3.98             ,0    9.32             
3375,603369  ,今世缘　　　　　,1    118.29           ,1    19.35            ,1    49.05            ,1    45.37            ,1    0.00             ,1    70.93            
3376,603377  ,东方时尚　　　　,0    102.86           ,0    30.16            ,0    57.11            ,0    -8.36            ,1    2.53             ,1    54.64            
3377,603378  ,亚士创能　　　　,0    89.50            ,0    20.43            ,1    99.89            ,0    48.36            ,1    0.00             ,1    35.00            
3378,603379  ,三美股份　　　　,0    68.66            ,1    43.20            ,1    110.87           ,0    12.32            ,1    0.00             ,1    32.74            
3379,603380  ,易德龙　　　　　,1    106.57           ,0    37.67            ,1    149.15           ,0    18.88            ,1    0.00             ,1    26.12            
3380,603383  ,顶点软件　　　　,1    118.86           ,0    19.04            ,0    38.84            ,0    43.40            ,1    0.00             ,1    77.65            
3381,603385  ,惠达卫浴　　　　,0    86.71            ,0    7.81             ,1    70.06            ,0    12.77            ,1    0.00             ,1    27.15            
3382,603386  ,广东骏亚　　　　,0    68.55            ,0    23.74            ,1    100.33           ,0    27.52            ,1    0.00             ,1    21.39            
3383,603387  ,基蛋生物　　　　,1    115.33           ,1    41.03            ,1    77.63            ,1    67.50            ,1    0.01             ,1    82.13            
3384,603388  ,元成股份　　　　,0    71.50            ,0    15.44            ,1    69.37            ,0    69.49            ,1    4.23             ,1    26.13            
3385,603389  ,亚振家居　　　　,1    120.43           ,0    11.40            ,1    73.92            ,0    -22.11           ,1    0.00             ,1    57.73            
3386,603393  ,新天然气　　　　,1    106.76           ,0    25.76            ,0    65.90            ,0    97.99            ,1    0.20             ,1    32.85            
3387,603396  ,金辰股份　　　　,0    88.84            ,0    15.82            ,1    48.55            ,0    45.87            ,1    0.00             ,1    45.25            
3388,603398  ,邦宝益智　　　　,1    109.57           ,0    17.47            ,1    67.11            ,0    58.34            ,0    9.65             ,1    35.45            
3389,603399  ,吉翔股份　　　　,0    72.82            ,0    -0.20            ,1    69.63            ,0    61.71            ,1    0.00             ,0    7.79             
3390,603416  ,信捷电气　　　　,0    62.09            ,0    22.92            ,1    73.24            ,0    34.63            ,1    0.00             ,1    43.02            
3391,603421  ,鼎信通讯　　　　,0    91.46            ,0    26.17            ,1    78.51            ,0    16.11            ,1    0.21             ,1    59.41            
3392,603429  ,集友股份　　　　,1    113.67           ,1    27.37            ,1    54.04            ,1    106.95           ,1    1.85             ,1    51.55            
3393,603444  ,吉比特　　　　　,0    103.56           ,1    49.60            ,1    55.76            ,0    29.57            ,1    0.26             ,1    94.48            
3394,603456  ,九洲药业　　　　,0    83.51            ,0    8.27             ,1    57.29            ,0    6.97             ,1    0.20             ,1    30.11            
3395,603458  ,勘设股份　　　　,0    85.53            ,1    21.85            ,1    63.57            ,0    16.89            ,1    0.00             ,1    34.45            
3396,603466  ,风语筑　　　　　,0    102.70           ,1    21.00            ,1    69.63            ,0    37.52            ,1    0.00             ,1    27.92            
3397,603477  ,振静股份　　　　,0    81.66            ,0    12.51            ,1    65.14            ,0    -1.81            ,1    0.00             ,0    17.99            
3398,603486  ,科沃斯　　　　　,1    106.40           ,0    23.48            ,1    166.17           ,0    22.33            ,1    0.08             ,1    33.92            
3399,603488  ,展鹏科技　　　　,0    96.36            ,0    18.43            ,0    55.53            ,0    15.88            ,1    0.00             ,1    40.72            
3400,603489  ,八方股份　　　　,1    84.23            ,1    49.88            ,1    128.48           ,1    35.54            ,1    0.00             ,1    29.93            
3401,603496  ,恒为科技　　　　,0    102.62           ,0    21.43            ,1    64.12            ,0    44.11            ,1    0.00             ,1    54.70            
3402,603499  ,翔港科技　　　　,1    107.75           ,0    18.27            ,1    72.56            ,0    8.47             ,1    0.00             ,1    29.00            
3403,603500  ,祥和实业　　　　,0    92.22            ,0    23.44            ,0    51.16            ,0    29.21            ,1    0.00             ,1    48.72            
3404,603501  ,韦尔股份　　　　,0    100.98           ,0    17.48            ,1    130.15           ,0    110.75           ,1    7.95             ,1    20.47            
3405,603505  ,金石资源　　　　,0    83.24            ,0    11.98            ,0    34.18            ,1    80.39            ,1    0.00             ,1    44.08            
3406,603506  ,南都物业　　　　,1    102.44           ,1    32.91            ,1    115.39           ,1    45.65            ,1    7.44             ,1    26.04            
3407,603507  ,振江股份　　　　,0    96.32            ,0    16.86            ,0    74.28            ,0    43.89            ,1    1.38             ,1    33.80            
3408,603508  ,思维列控　　　　,1    123.13           ,0    17.52            ,0    36.13            ,0    84.13            ,1    0.00             ,1    62.11            
3409,603515  ,欧普照明　　　　,1    111.83           ,1    22.05            ,1    131.60           ,0    24.24            ,1    0.02             ,1    38.57            
3410,603516  ,淳中科技　　　　,0    101.13           ,0    37.26            ,1    82.74            ,0    37.47            ,1    0.00             ,1    67.12            
3411,603517  ,绝味食品　　　　,1    116.92           ,1    26.06            ,1    172.73           ,0    24.97            ,1    0.04             ,1    31.60            
3412,603518  ,锦泓集团　　　　,1    114.83           ,0    12.53            ,1    60.14            ,0    92.89            ,0    52.60            ,1    70.15            
3413,603519  ,立霸股份　　　　,0    49.59            ,0    12.44            ,1    124.14           ,0    15.57            ,1    0.00             ,0    16.02            
3414,603520  ,司太立　　　　　,0    91.50            ,0    12.96            ,0    45.06            ,0    41.48            ,0    12.26            ,1    37.01            
3415,603527  ,众源新材　　　　,1    114.47           ,0    17.24            ,1    332.88           ,0    18.07            ,1    0.00             ,0    7.97             
3416,603528  ,多伦科技　　　　,0    104.18           ,0    35.87            ,0    42.74            ,0    7.10             ,1    0.00             ,1    61.08            
3417,603530  ,神马电力　　　　,0    93.79            ,0    20.28            ,1    63.93            ,0    0.70             ,1    0.00             ,1    42.92            
3418,603533  ,掌阅科技　　　　,1    105.30           ,0    20.35            ,1    145.49           ,0    20.06            ,1    0.38             ,1    38.17            
3419,603535  ,嘉诚国际　　　　,0    91.04            ,0    12.64            ,1    76.66            ,0    18.51            ,1    0.00             ,1    23.86            
3420,603536  ,惠发食品　　　　,1    113.54           ,0    12.04            ,1    91.72            ,0    10.04            ,1    0.00             ,1    27.56            
3421,603538  ,美诺华　　　　　,0    90.63            ,0    10.58            ,1    58.95            ,0    54.89            ,1    0.85             ,1    34.01            
3422,603555  ,贵人鸟　　　　　,0    107.06           ,0    2.59             ,0    44.43            ,0    -19.88           ,1    11.94            ,1    37.98            
3423,603556  ,海兴电力　　　　,0    104.33           ,0    20.95            ,0    65.76            ,0    4.93             ,1    0.01             ,1    44.61            
3424,603557  ,起步股份　　　　,0    90.16            ,0    20.54            ,1    92.43            ,0    15.60            ,1    0.00             ,1    33.98            
3425,603558  ,健盛集团　　　　,1    99.13            ,0    11.60            ,0    56.28            ,0    67.96            ,1    9.23             ,1    28.23            
3426,603559  ,中通国脉　　　　,0    96.96            ,0    10.91            ,1    72.01            ,0    29.25            ,0    7.51             ,1    20.16            
3427,603566  ,普莱柯　　　　　,1    100.87           ,0    12.78            ,0    40.04            ,0    12.33            ,1    0.00             ,1    70.88            
3428,603567  ,珍宝岛　　　　　,0    93.03            ,0    15.10            ,0    42.52            ,0    19.02            ,1    0.49             ,1    66.81            
3429,603568  ,伟明环保　　　　,1    110.91           ,1    23.64            ,0    25.87            ,1    76.95            ,1    0.00             ,1    63.24            
3430,603569  ,长久物流　　　　,0    95.04            ,1    27.51            ,1    147.46           ,0    5.82             ,1    0.09             ,0    13.88            
3431,603577  ,汇金通　　　　　,1    107.99           ,0    9.15             ,1    59.41            ,0    55.48            ,1    0.00             ,1    23.55            
3432,603578  ,三星新材　　　　,0    87.85            ,0    16.06            ,1    76.53            ,0    14.10            ,1    0.00             ,1    28.33            
3433,603579  ,荣泰健康　　　　,1    105.32           ,1    38.04            ,1    130.41           ,0    37.62            ,1    0.01             ,1    34.64            
3434,603580  ,艾艾精工　　　　,0    98.36            ,0    14.07            ,1    64.26            ,0    17.99            ,1    0.00             ,1    47.41            
3435,603583  ,捷昌驱动　　　　,0    100.41           ,1    39.62            ,1    120.09           ,1    67.19            ,1    0.00             ,1    44.58            
3436,603585  ,苏利股份　　　　,0    100.58           ,1    21.03            ,0    77.37            ,0    20.22            ,1    0.00             ,1    33.38            
3437,603586  ,金麒麟　　　　　,0    98.70            ,0    16.07            ,1    62.55            ,0    7.73             ,1    0.00             ,1    31.85            
3438,603587  ,地素时尚　　　　,1    118.13           ,1    50.23            ,1    132.92           ,0    16.09            ,1    0.00             ,1    74.38            
3439,603588  ,高能环境　　　　,0    76.03            ,0    9.77             ,0    40.69            ,1    85.00            ,1    8.21             ,1    28.54            
3440,603589  ,口子窖　　　　　,1    105.82           ,1    22.37            ,1    56.15            ,0    27.53            ,1    0.00             ,1    71.43            
3441,603590  ,康辰药业　　　　,1    106.79           ,0    31.94            ,0    59.85            ,0    49.60            ,1    0.00             ,1    92.10            
3442,603595  ,东尼电子　　　　,0    91.40            ,0    34.87            ,1    81.99            ,0    76.30            ,1    0.00             ,1    36.78            
3443,603596  ,伯特利　　　　　,0    96.59            ,1    30.55            ,1    99.15            ,0    15.31            ,1    0.00             ,1    23.56            
3444,603598  ,引力传媒　　　　,0    91.45            ,0    9.79             ,1    210.90           ,0    32.31            ,0    39.80            ,0    8.96             
3445,603599  ,广信股份　　　　,0    98.92            ,0    10.14            ,1    51.85            ,0    42.22            ,1    0.00             ,1    31.00            
3446,603600  ,永艺股份　　　　,1    100.95           ,0    17.49            ,1    178.30           ,0    36.64            ,1    0.00             ,1    18.92            
3447,603601  ,再升科技　　　　,0    85.82            ,0    13.90            ,0    55.36            ,0    123.40           ,1    8.89             ,1    37.51            
3448,603602  ,纵横通信　　　　,0    100.86           ,0    15.22            ,1    65.24            ,0    32.77            ,1    0.00             ,1    22.58            
3449,603603  ,博天环境　　　　,0    51.20            ,0    17.01            ,1    60.79            ,0    47.39            ,1    5.43             ,1    23.59            
3450,603605  ,珀莱雅　　　　　,1    113.70           ,1    31.70            ,1    107.10           ,0    39.02            ,1    0.00             ,1    62.97            
3451,603606  ,东方电缆　　　　,1    111.25           ,0    8.00             ,1    96.18            ,0    45.90            ,1    0.10             ,0    13.17            
3452,603607  ,京华激光　　　　,1    113.35           ,0    23.19            ,1    95.04            ,0    14.08            ,1    0.00             ,1    32.69            
3453,603608  ,天创时尚　　　　,1    110.32           ,0    12.32            ,1    97.08            ,0    22.98            ,0    11.93            ,1    56.53            
3454,603609  ,禾丰牧业　　　　,1    102.56           ,0    14.09            ,1    249.75           ,0    22.35            ,1    0.01             ,0    9.23             
3455,603610  ,麒盛科技　　　　,0    83.18            ,1    39.42            ,1    100.85           ,0    15.92            ,1    9.12             ,1    29.45            
3456,603611  ,诺力股份　　　　,0    100.69           ,0    13.90            ,1    91.93            ,0    35.64            ,0    15.57            ,1    23.89            
3457,603612  ,索通发展　　　　,0    99.52            ,0    13.05            ,1    68.90            ,0    33.49            ,1    0.00             ,1    23.01            
3458,603613  ,国联股份　　　　,0    82.87            ,0    19.00            ,1    136.84           ,1    99.67            ,1    0.00             ,0    30.43            
3459,603615  ,茶花股份　　　　,1    115.98           ,0    10.33            ,1    76.47            ,0    9.69             ,1    0.00             ,1    30.31            
3460,603616  ,韩建河山　　　　,0    99.24            ,0    3.67             ,1    52.65            ,0    42.78            ,0    13.88            ,1    24.02            
3461,603617  ,君禾股份　　　　,1    103.68           ,0    19.41            ,1    99.20            ,0    12.64            ,1    0.04             ,1    25.05            
3462,603618  ,杭电股份　　　　,0    102.48           ,0    8.39             ,1    96.02            ,0    18.93            ,1    0.00             ,1    17.15            
3463,603619  ,中曼石油　　　　,0    101.64           ,0    18.38            ,0    55.98            ,0    10.53            ,1    0.00             ,1    36.01            
3464,603626  ,科森科技　　　　,0    95.26            ,0    28.50            ,1    87.25            ,0    26.92            ,1    0.00             ,1    31.42            
3465,603628  ,清源股份　　　　,0    94.34            ,0    8.98             ,0    57.58            ,0    44.13            ,1    0.00             ,1    27.20            
3466,603629  ,利通电子　　　　,0    68.25            ,1    48.50            ,1    118.36           ,0    4.71             ,1    0.00             ,1    22.99            
3467,603630  ,拉芳家化　　　　,1    106.61           ,0    16.72            ,1    94.04            ,0    1.85             ,1    0.00             ,1    57.18            
3468,603633  ,徕木股份　　　　,0    94.56            ,0    9.08             ,0    39.74            ,0    19.53            ,1    0.00             ,1    36.12            
3469,603636  ,南威软件　　　　,0    96.74            ,0    11.40            ,0    38.66            ,0    78.07            ,1    2.04             ,1    38.51            
3470,603637  ,镇海股份　　　　,0    98.43            ,0    15.09            ,0    62.16            ,0    116.96           ,1    0.00             ,0    28.94            
3471,603638  ,艾迪精密　　　　,0    86.09            ,0    16.68            ,1    68.51            ,1    91.41            ,1    0.00             ,1    40.26            
3472,603639  ,海利尔　　　　　,0    82.21            ,1    25.05            ,1    97.89            ,0    55.60            ,1    0.00             ,1    35.55            
3473,603648  ,畅联股份　　　　,1    108.44           ,0    16.76            ,1    78.02            ,0    4.15             ,1    0.00             ,1    24.45            
3474,603650  ,彤程新材　　　　,0    78.50            ,1    27.41            ,1    109.50           ,0    14.38            ,1    0.00             ,1    33.32            
3475,603655  ,朗博科技　　　　,0    90.11            ,0    13.07            ,0    47.76            ,0    -7.85            ,1    0.00             ,1    49.07            
3476,603656  ,泰禾光电　　　　,1    104.52           ,0    19.96            ,1    71.81            ,0    0.78             ,1    0.01             ,1    53.88            
3477,603657  ,春光科技　　　　,0    89.97            ,1    27.53            ,1    95.12            ,0    22.72            ,1    0.00             ,1    35.33            
3478,603658  ,安图生物　　　　,1    112.57           ,1    37.69            ,1    83.22            ,1    69.33            ,1    3.69             ,1    70.34            
3479,603659  ,璞泰来　　　　　,0    60.46            ,1    29.92            ,1    93.83            ,1    81.11            ,1    0.92             ,1    33.43            
3480,603660  ,苏州科达　　　　,0    107.76           ,0    19.68            ,1    115.54           ,0    46.35            ,1    1.35             ,1    64.57            
3481,603661  ,恒林股份　　　　,1    99.81            ,0    29.97            ,1    108.92           ,0    26.31            ,1    0.00             ,1    25.74            
3482,603662  ,柯力传感　　　　,0    101.69           ,0    11.97            ,1    61.79            ,0    6.80             ,1    3.41             ,1    38.46            
3483,603663  ,三祥新材　　　　,0    87.96            ,0    13.74            ,1    87.46            ,1    68.97            ,1    1.40             ,1    28.22            
3484,603665  ,康隆达　　　　　,1    101.83           ,0    16.76            ,1    84.58            ,0    22.33            ,1    2.35             ,1    30.94            
3485,603666  ,亿嘉和　　　　　,0    101.53           ,1    41.33            ,1    91.83            ,1    594.05           ,1    0.00             ,1    53.18            
3486,603667  ,五洲新春　　　　,1    104.25           ,0    11.57            ,1    66.05            ,0    40.97            ,1    4.88             ,1    24.34            
3487,603668  ,天马科技　　　　,0    93.24            ,0    15.36            ,1    83.70            ,1    67.36            ,1    0.11             ,1    20.51            
3488,603669  ,灵康药业　　　　,1    106.90           ,0    19.02            ,0    70.26            ,0    122.23           ,1    0.24             ,1    69.30            
3489,603676  ,卫信康　　　　　,0    100.10           ,0    24.21            ,1    82.37            ,0    66.77            ,1    0.04             ,1    59.54            
3490,603677  ,奇精机械　　　　,0    80.22            ,0    17.03            ,1    120.06           ,0    20.70            ,1    0.00             ,1    19.14            
3491,603678  ,火炬电子　　　　,1    104.11           ,0    14.75            ,1    72.71            ,0    25.78            ,1    0.14             ,1    28.44            
3492,603679  ,华体科技　　　　,0    96.96            ,0    17.46            ,1    89.82            ,0    51.67            ,1    0.00             ,1    32.87            
3493,603680  ,今创集团　　　　,0    89.31            ,0    30.86            ,1    59.63            ,0    30.99            ,1    0.37             ,1    38.22            
3494,603681  ,永冠新材　　　　,1    102.01           ,0    15.67            ,1    139.91           ,0    26.94            ,1    0.00             ,1    18.85            
3495,603683  ,晶华新材　　　　,1    104.88           ,0    12.31            ,1    103.47           ,0    22.42            ,1    4.30             ,1    23.83            
3496,603685  ,晨丰科技　　　　,0    74.51            ,0    23.56            ,1    108.50           ,0    34.46            ,1    1.54             ,1    26.62            
3497,603686  ,龙马环卫　　　　,0    99.94            ,0    19.16            ,1    102.11           ,0    27.69            ,1    0.00             ,1    29.40            
3498,603687  ,大胜达　　　　　,0    69.35            ,0    10.51            ,1    81.07            ,0    6.90             ,1    0.40             ,1    18.91            
3499,603688  ,石英股份　　　　,0    80.50            ,0    7.97             ,0    37.96            ,0    20.53            ,1    0.24             ,1    38.32            
3500,603689  ,皖天然气　　　　,1    111.61           ,0    9.89             ,1    102.64           ,0    34.95            ,1    0.01             ,0    10.03            
3501,603690  ,至纯科技　　　　,0    97.48            ,0    11.36            ,1    48.07            ,1    91.73            ,1    0.51             ,1    36.29            
3502,603693  ,江苏新能　　　　,1    110.00           ,0    11.20            ,0    19.37            ,0    6.68             ,1    0.00             ,1    34.93            
3503,603696  ,安记食品　　　　,1    115.47           ,0    9.77             ,0    48.73            ,0    51.05            ,1    0.00             ,1    35.35            
3504,603697  ,有友食品　　　　,1    114.35           ,1    28.41            ,1    141.69           ,0    0.75             ,1    0.00             ,1    32.86            
3505,603698  ,航天工程　　　　,0    74.44            ,0    13.28            ,0    41.44            ,0    12.17            ,1    0.00             ,1    34.86            
3506,603699  ,纽威股份　　　　,0    99.95            ,0    13.51            ,1    60.20            ,0    18.73            ,1    0.54             ,1    37.60            
3507,603700  ,宁波水表　　　　,1    109.56           ,1    37.83            ,1    146.52           ,0    29.01            ,1    0.00             ,1    31.47            
3508,603701  ,德宏股份　　　　,0    71.51            ,0    17.78            ,1    74.41            ,0    0.39             ,1    0.00             ,1    32.70            
3509,603703  ,盛洋科技　　　　,0    105.16           ,0    4.25             ,1    63.10            ,0    15.76            ,0    9.62             ,1    24.37            
3510,603706  ,东方环宇　　　　,1    111.71           ,0    26.02            ,0    59.10            ,0    5.91             ,1    0.00             ,1    40.86            
3511,603707  ,健友股份　　　　,0    98.28            ,0    14.55            ,0    42.74            ,1    99.89            ,1    0.00             ,1    37.40            
3512,603708  ,家家悦　　　　　,1    120.67           ,0    20.96            ,1    198.93           ,0    20.41            ,1    1.89             ,1    21.86            
3513,603709  ,中源家居　　　　,1    97.92            ,1    58.27            ,1    154.14           ,0    26.84            ,1    0.00             ,1    28.73            
3514,603711  ,香飘飘　　　　　,1    114.72           ,1    21.51            ,1    119.48           ,0    70.79            ,1    0.00             ,1    42.21            
3515,603712  ,七一二　　　　　,0    89.12            ,0    12.72            ,0    47.03            ,0    19.58            ,1    0.00             ,1    46.04            
3516,603713  ,密尔克卫　　　　,0    98.42            ,0    15.67            ,1    126.98           ,1    61.18            ,1    7.80             ,1    20.84            
3517,603716  ,塞力斯　　　　　,0    101.27           ,0    12.40            ,1    76.71            ,1    77.09            ,1    4.02             ,1    34.30            
3518,603717  ,天域生态　　　　,0    67.76            ,0    18.03            ,0    61.53            ,0    11.74            ,1    0.15             ,1    30.11            
3519,603718  ,海利生物　　　　,1    102.23           ,0    10.94            ,0    27.80            ,0    -3.48            ,1    4.25             ,1    72.74            
3520,603721  ,中广天择　　　　,0    100.48           ,0    12.40            ,1    79.54            ,0    -24.25           ,1    0.00             ,1    28.40            
3521,603722  ,阿科力　　　　　,0    85.58            ,0    19.16            ,1    85.58            ,1    68.16            ,1    0.00             ,1    30.01            
3522,603725  ,天安新材　　　　,0    98.49            ,0    12.05            ,1    96.12            ,0    1.49             ,1    0.00             ,1    21.31            
3523,603726  ,朗迪集团　　　　,0    104.08           ,0    14.54            ,1    97.78            ,0    40.72            ,1    0.00             ,1    25.62            
3524,603727  ,博迈科　　　　　,0    88.65            ,0    13.69            ,0    63.58            ,0    266.17           ,1    0.00             ,0    21.49            
3525,603728  ,鸣志电器　　　　,1    109.39           ,0    15.90            ,1    113.45           ,0    17.77            ,0    23.43            ,1    36.64            
3526,603729  ,龙韵股份　　　　,0    97.19            ,0    6.36             ,1    125.76           ,0    4.65             ,1    0.11             ,0    11.35            
3527,603730  ,岱美股份　　　　,0    97.01            ,1    26.40            ,1    108.01           ,1    45.15            ,1    3.21             ,1    33.48            
3528,603733  ,仙鹤股份　　　　,0    77.02            ,0    14.57            ,1    67.90            ,0    50.62            ,1    0.48             ,1    19.03            
3529,603737  ,三棵树　　　　　,1    110.98           ,1    19.85            ,1    153.53           ,1    69.60            ,1    0.17             ,1    43.88            
3530,603738  ,泰晶科技　　　　,0    101.56           ,0    14.99            ,1    61.10            ,0    32.77            ,1    0.06             ,1    32.61            
3531,603739  ,蔚蓝生物　　　　,1    105.92           ,0    15.45            ,1    92.36            ,0    1.52             ,1    1.96             ,1    52.72            
3532,603755  ,日辰股份　　　　,1    111.23           ,1    30.12            ,1    92.87            ,0    13.65            ,1    0.00             ,1    48.40            
3533,603757  ,大元泵业　　　　,0    100.81           ,1    30.34            ,1    121.59           ,0    14.27            ,1    0.00             ,1    30.65            
3534,603758  ,秦安股份　　　　,1    115.35           ,0    12.75            ,0    49.10            ,0    -54.90           ,1    0.00             ,0    26.13            
3535,603766  ,隆鑫通用　　　　,0    92.74            ,0    15.79            ,1    99.77            ,0    7.99             ,1    12.42            ,1    19.94            
3536,603767  ,中马传动　　　　,0    65.82            ,0    13.50            ,1    71.69            ,0    4.86             ,1    0.00             ,1    25.33            
3537,603768  ,常青股份　　　　,0    39.30            ,0    13.60            ,1    97.78            ,0    8.40             ,1    0.00             ,1    22.10            
3538,603773  ,沃格光电　　　　,0    98.11            ,0    24.35            ,1    59.98            ,0    20.58            ,1    2.93             ,1    48.29            
