    ,symbol  ,name　　　　,moneyincomeratio      ,roe                   ,assetsturnratio       ,incomegrowthratio     ,goodwillequityratio   ,grossprofitmarginratio
1594,300201  ,海伦哲　　　　　,0    93.35            ,0    6.42             ,1    63.12            ,0    8.40             ,1    13.08            ,1    27.36            
1595,300202  ,聚龙股份　　　　,0    110.07           ,0    12.28            ,0    43.47            ,0    23.36            ,1    0.00             ,1    50.45            
1596,300203  ,聚光科技　　　　,0    92.52            ,0    13.93            ,1    49.79            ,0    42.78            ,1    22.27            ,1    50.41            
1597,300204  ,舒泰神　　　　　,1    105.47           ,0    12.09            ,0    55.60            ,0    -43.13           ,1    0.91             ,1    93.79            
1598,300205  ,天喻信息　　　　,0    107.78           ,0    3.56             ,1    96.38            ,0    12.05            ,1    0.56             ,1    28.76            
1599,300206  ,理邦仪器　　　　,1    104.37           ,0    4.60             ,0    50.85            ,0    25.39            ,1    6.34             ,1    54.54            
1600,300207  ,欣旺达　　　　　,1    106.00           ,0    17.86            ,1    121.91           ,1    74.70            ,1    2.58             ,0    13.60            
1601,300208  ,青岛中程　　　　,0    55.52            ,0    19.50            ,0    47.92            ,0    -20.99           ,1    1.84             ,1    40.96            
1602,300209  ,天泽信息　　　　,0    94.77            ,0    2.84             ,0    32.63            ,0    126.86           ,0    27.94            ,1    42.06            
1603,300210  ,森远股份　　　　,0    96.56            ,0    5.20             ,0    24.10            ,0    -37.25           ,1    3.97             ,1    43.84            
1604,300211  ,亿通科技　　　　,1    121.29           ,0    1.40             ,0    32.87            ,0    -32.17           ,1    0.00             ,1    24.11            
1605,300212  ,易华录　　　　　,0    54.93            ,0    9.77             ,0    41.44            ,0    22.32            ,1    6.15             ,1    31.90            
1606,300213  ,佳讯飞鸿　　　　,0    100.40           ,0    8.26             ,1    54.39            ,0    30.10            ,1    17.45            ,1    34.09            
1607,300214  ,日科化学　　　　,0    96.96            ,0    6.34             ,1    102.58           ,0    44.70            ,1    0.00             ,0    15.16            
1608,300215  ,电科院　　　　　,1    106.68           ,0    5.09             ,0    15.32            ,0    19.50            ,1    1.79             ,1    50.36            
1609,300217  ,东方电热　　　　,0    78.58            ,0    5.94             ,0    54.91            ,0    57.92            ,1    4.86             ,1    22.52            
1610,300218  ,安利股份　　　　,1    114.91           ,0    3.69             ,1    78.63            ,0    12.56            ,1    0.00             ,1    20.25            
1611,300219  ,鸿利智汇　　　　,0    88.23            ,0    11.88            ,1    84.08            ,0    25.13            ,0    20.80            ,1    23.80            
1612,300220  ,金运激光　　　　,0    105.28           ,0    -2.72            ,1    46.57            ,0    1.88             ,1    2.17             ,1    35.14            
1613,300221  ,银禧科技　　　　,0    95.72            ,0    -1.31            ,1    93.90            ,0    1.37             ,0    11.75            ,0    17.52            
1614,300222  ,科大智能　　　　,0    107.09           ,0    9.30             ,1    47.99            ,0    41.51            ,0    37.82            ,1    39.46            
1615,300223  ,北京君正　　　　,1    113.99           ,0    0.90             ,0    11.97            ,0    58.58            ,1    0.00             ,1    48.19            
1616,300224  ,正海磁材　　　　,0    100.84           ,0    5.18             ,0    44.88            ,0    59.94            ,1    6.29             ,1    23.07            
1617,300225  ,金力泰　　　　　,1    110.74           ,0    6.93             ,1    68.62            ,0    1.04             ,1    0.00             ,1    26.13            
1618,300226  ,上海钢联　　　　,1    117.54           ,0    -13.24           ,1    967.31           ,0    53.22            ,1    1.02             ,0    0.76             
1619,300227  ,光韵达　　　　　,0    99.71            ,0    7.74             ,0    48.82            ,0    54.55            ,1    7.08             ,1    43.77            
1620,300228  ,富瑞特装　　　　,0    107.16           ,0    1.61             ,0    40.28            ,0    26.74            ,1    3.07             ,1    28.71            
1621,300229  ,拓尔思　　　　　,0    108.48           ,0    7.78             ,0    30.86            ,0    27.20            ,0    35.07            ,1    71.91            
1622,300230  ,永利股份　　　　,0    91.78            ,0    11.07            ,1    70.42            ,0    24.70            ,0    29.67            ,1    33.36            
1623,300231  ,银信科技　　　　,0    104.30           ,0    16.90            ,1    98.95            ,0    41.43            ,1    0.00             ,1    30.75            
1624,300232  ,洲明科技　　　　,0    92.87            ,0    15.53            ,1    82.08            ,1    78.28            ,1    10.71            ,1    31.29            
1625,300233  ,金城医药　　　　,0    89.17            ,0    10.21            ,1    65.71            ,0    28.28            ,1    11.52            ,1    35.94            
1626,300234  ,开尔新材　　　　,0    102.83           ,0    5.78             ,0    42.54            ,0    110.98           ,1    1.90             ,1    35.83            
1627,300235  ,方直科技　　　　,1    108.89           ,0    4.50             ,0    23.13            ,0    15.91            ,1    0.02             ,1    67.76            
1628,300236  ,上海新阳　　　　,0    101.86           ,0    4.81             ,0    34.22            ,0    18.61            ,1    11.46            ,1    40.00            
1629,300237  ,美晨生态　　　　,0    60.84            ,0    15.67            ,1    52.39            ,0    -4.66            ,1    17.83            ,1    32.67            
1630,300238  ,冠昊生物　　　　,1    102.12           ,0    7.50             ,0    28.68            ,0    15.74            ,0    28.35            ,1    79.59            
1631,300239  ,东宝生物　　　　,0    53.63            ,0    2.66             ,0    42.56            ,0    32.64            ,1    0.00             ,1    20.21            
1632,300240  ,飞力达　　　　　,1    106.81           ,0    4.56             ,1    144.47           ,0    15.02            ,1    1.82             ,0    13.89            
1633,300241  ,瑞丰光电　　　　,0    80.02            ,0    6.69             ,1    75.05            ,0    -2.88            ,1    6.07             ,1    17.44            
1634,300242  ,佳云科技　　　　,0    99.55            ,0    -9.01            ,1    109.46           ,0    60.85            ,0    47.85            ,0    13.00            
1635,300243  ,瑞丰高材　　　　,0    79.52            ,0    9.10             ,1    108.07           ,0    24.04            ,1    0.00             ,1    22.89            
1636,300244  ,迪安诊断　　　　,1    102.03           ,0    17.21            ,1    99.47            ,1    52.06            ,0    44.62            ,1    34.02            
1637,300245  ,天玑科技　　　　,0    103.59           ,0    7.46             ,0    40.77            ,0    -4.10            ,1    2.80             ,1    37.55            
1638,300246  ,宝莱特　　　　　,1    105.57           ,0    10.53            ,1    82.34            ,0    18.27            ,1    13.02            ,1    40.18            
1639,300247  ,融捷健康　　　　,0    102.49           ,0    -4.74            ,0    35.61            ,0    5.82             ,0    33.97            ,1    34.97            
1640,300248  ,新开普　　　　　,1    104.68           ,0    8.54             ,0    45.23            ,0    23.25            ,0    32.35            ,1    53.81            
1641,300249  ,依米康　　　　　,0    81.80            ,0    5.59             ,1    51.86            ,0    40.64            ,1    10.64            ,1    28.75            
1642,300250  ,初灵信息　　　　,0    100.13           ,0    2.34             ,0    36.44            ,0    40.92            ,0    35.54            ,1    57.56            
1643,300251  ,光线传媒　　　　,0    106.23           ,0    11.60            ,0    21.18            ,0    37.71            ,1    6.74             ,1    41.45            
1644,300252  ,金信诺　　　　　,0    90.43            ,0    11.68            ,1    60.38            ,0    19.00            ,1    9.81             ,1    26.44            
1645,300253  ,卫宁健康　　　　,0    93.65            ,0    16.72            ,0    41.81            ,1    40.98            ,0    25.50            ,1    53.00            
1646,300254  ,仟源医药　　　　,0    100.07           ,0    3.47             ,1    61.19            ,0    29.37            ,0    27.64            ,1    69.14            
1647,300255  ,常山药业　　　　,0    107.03           ,0    9.01             ,1    42.86            ,1    46.30            ,1    0.19             ,1    65.93            
1648,300256  ,星星科技　　　　,0    97.10            ,0    -11.21           ,1    65.67            ,0    -22.29           ,0    45.60            ,0    14.68            
1649,300257  ,开山股份　　　　,0    107.82           ,0    4.94             ,0    40.56            ,0    20.97            ,1    4.81             ,1    26.20            
1650,300258  ,精锻科技　　　　,1    105.48           ,0    13.42            ,1    46.10            ,0    17.43            ,1    1.97             ,1    39.73            
1651,300259  ,新天科技　　　　,0    98.18            ,0    9.99             ,0    36.63            ,1    50.32            ,1    2.76             ,1    46.06            
1652,300260  ,新莱应材　　　　,0    86.94            ,0    2.46             ,1    54.55            ,0    82.93            ,1    4.08             ,1    23.36            
1653,300261  ,雅本化学　　　　,0    97.09            ,0    6.68             ,0    45.97            ,0    62.50            ,1    9.55             ,1    28.13            
1654,300262  ,巴安水务　　　　,0    64.35            ,0    10.29            ,0    32.01            ,0    4.31             ,1    5.57             ,1    35.16            
1655,300263  ,隆华科技　　　　,0    81.08            ,0    5.36             ,0    38.00            ,1    58.71            ,1    18.08            ,1    26.57            
1656,300264  ,佳创视讯　　　　,0    89.78            ,0    -0.87            ,0    27.76            ,0    29.90            ,1    17.37            ,1    34.39            
1657,300265  ,通光线缆　　　　,0    93.15            ,0    7.47             ,1    76.89            ,0    -4.19            ,1    0.99             ,1    25.40            
1658,300266  ,兴源环境　　　　,0    67.85            ,0    -0.88            ,0    47.26            ,0    -16.51           ,0    21.96            ,1    25.83            
1659,300267  ,尔康制药　　　　,1    103.46           ,0    16.99            ,1    54.22            ,0    -0.43            ,1    0.52             ,1    44.46            
1660,300268  ,佳沃股份　　　　,0    109.16           ,0    -4.50            ,0    56.22            ,0    112415.96        ,1    7.90             ,0    21.29            
1661,300269  ,联建光电　　　　,0    101.79           ,0    -10.42           ,1    57.55            ,0    8.82             ,0    62.24            ,1    32.94            
1662,300270  ,中威电子　　　　,0    70.33            ,0    5.32             ,0    33.78            ,0    -2.73            ,1    0.00             ,1    48.26            
1663,300271  ,华宇软件　　　　,1    117.58           ,0    15.09            ,1    58.55            ,1    43.98            ,0    25.57            ,1    45.38            
1664,300272  ,开能健康　　　　,0    100.59           ,0    16.56            ,0    39.56            ,0    33.01            ,1    14.54            ,1    37.69            
1665,300273  ,和佳股份　　　　,0    120.54           ,0    7.64             ,0    27.55            ,0    24.44            ,1    0.67             ,1    56.31            
1666,300274  ,阳光电源　　　　,0    91.84            ,0    13.70            ,1    67.31            ,0    33.68            ,1    0.26             ,1    26.14            
1667,300275  ,梅安森　　　　　,0    105.11           ,0    -4.50            ,0    24.93            ,0    6.54             ,1    1.34             ,1    43.44            
1668,300276  ,三丰智能　　　　,0    111.85           ,0    5.60             ,0    36.10            ,0    288.97           ,0    29.74            ,1    26.22            
1669,300277  ,海联讯　　　　　,1    130.04           ,0    -0.06            ,0    49.62            ,0    44.24            ,1    0.00             ,1    21.35            
1670,300278  ,华昌达　　　　　,0    90.34            ,0    5.18             ,0    56.64            ,0    -31.46           ,0    51.85            ,1    20.07            
1671,300279  ,和晶科技　　　　,0    98.01            ,0    -6.79            ,1    61.13            ,0    -3.60            ,0    29.35            ,0    19.49            
1672,300280  ,紫天科技　　　　,0    108.95           ,0    2.20             ,0    37.04            ,0    88.35            ,0    24.86            ,1    23.97            
1673,300281  ,金明精机　　　　,0    99.18            ,0    4.75             ,0    31.29            ,0    -3.66            ,1    0.58             ,1    33.57            
1674,300282  ,三盛教育　　　　,0    98.86            ,0    2.16             ,0    56.29            ,0    -49.02           ,0    45.01            ,1    24.18            
1675,300283  ,温州宏丰　　　　,1    105.62           ,0    2.79             ,1    78.19            ,1    51.64            ,1    0.72             ,0    14.79            
1676,300284  ,苏交科　　　　　,0    82.30            ,0    14.19            ,1    59.08            ,0    7.62             ,1    17.08            ,1    31.56            
1677,300285  ,国瓷材料　　　　,0    77.58            ,0    12.83            ,0    45.42            ,1    72.26            ,0    17.27            ,1    41.02            
1678,300286  ,安科瑞　　　　　,0    92.53            ,0    14.25            ,1    48.59            ,0    28.39            ,1    1.55             ,1    55.36            
1679,300287  ,飞利信　　　　　,0    97.57            ,0    0.44             ,0    31.64            ,0    -0.01            ,0    45.05            ,0    34.79            
1680,300288  ,朗玛信息　　　　,1    107.58           ,0    8.33             ,0    25.60            ,0    -2.68            ,0    53.06            ,1    64.90            
1681,300289  ,利德曼　　　　　,0    109.52           ,0    8.69             ,0    36.52            ,0    10.46            ,1    12.79            ,1    55.70            
1682,300290  ,荣科科技　　　　,0    100.34           ,0    6.08             ,0    52.95            ,0    43.70            ,0    17.75            ,1    32.47            
1683,300291  ,华录百纳　　　　,0    113.33           ,0    -9.21            ,0    31.81            ,0    -63.68           ,0    47.15            ,0    17.23            
1684,300292  ,吴通控股　　　　,1    101.83           ,0    -4.07            ,1    75.53            ,1    46.46            ,0    58.88            ,1    23.46            
1685,300293  ,蓝英装备　　　　,0    135.53           ,0    3.45             ,0    39.74            ,0    269.96           ,0    15.97            ,1    31.85            
1686,300294  ,博雅生物　　　　,0    93.89            ,0    14.60            ,0    44.46            ,1    105.83           ,1    22.08            ,1    62.90            
1687,300295  ,三六五网　　　　,1    103.69           ,0    12.56            ,0    44.27            ,0    -1.30            ,1    0.16             ,1    94.39            
1688,300296  ,利亚德　　　　　,0    90.62            ,1    20.18            ,1    62.62            ,0    50.10            ,0    35.53            ,1    38.50            
1689,300297  ,蓝盾股份　　　　,0    187.16           ,0    9.91             ,0    38.40            ,0    15.11            ,0    19.73            ,1    51.31            
1690,300298  ,三诺生物　　　　,0    101.34           ,0    14.72            ,1    57.60            ,0    50.75            ,1    4.15             ,1    65.26            
1691,300299  ,富春股份　　　　,0    97.63            ,0    2.19             ,0    30.20            ,0    -5.93            ,0    61.24            ,1    51.90            
1692,300300  ,汉鼎宇佑　　　　,0    114.93           ,0    6.93             ,0    32.62            ,0    29.62            ,1    2.82             ,1    26.81            
1693,300301  ,长方集团　　　　,0    90.69            ,0    1.04             ,1    51.03            ,0    -4.74            ,1    17.33            ,1    25.04            
1694,300302  ,同有科技　　　　,0    115.01           ,0    9.44             ,1    45.37            ,0    9.13             ,1    0.00             ,1    37.28            
1695,300303  ,聚飞光电　　　　,0    94.76            ,0    9.61             ,1    64.45            ,0    33.14            ,1    2.00             ,1    24.43            
1696,300304  ,云意电气　　　　,0    99.77            ,0    8.10             ,0    33.29            ,0    6.19             ,1    0.48             ,1    33.85            
1697,300305  ,裕兴股份　　　　,0    72.07            ,0    5.44             ,0    41.04            ,0    42.65            ,1    0.00             ,0    20.30            
1698,300306  ,远方信息　　　　,1    116.72           ,0    0.03             ,0    18.97            ,0    12.24            ,0    23.25            ,1    65.60            
1699,300307  ,慈星股份　　　　,0    91.22            ,0    1.30             ,0    23.75            ,0    27.92            ,1    12.85            ,1    37.81            
1700,300308  ,中际旭创　　　　,0    103.18           ,0    5.33             ,0    35.43            ,0    3079.37          ,0    15.76            ,1    27.90            
1701,300309  ,吉艾科技　　　　,0    92.59            ,0    0.01             ,0    14.28            ,0    64.90            ,0    18.27            ,1    51.68            
1702,300310  ,宜通世纪　　　　,0    97.65            ,0    -8.96            ,1    88.09            ,0    17.81            ,0    18.56            ,1    22.53            
1703,300311  ,任子行　　　　　,0    100.90           ,0    10.21            ,0    45.33            ,0    15.06            ,0    47.96            ,1    57.15            
1704,300312  ,邦讯技术　　　　,0    114.20           ,0    -23.85           ,0    26.94            ,0    -73.77           ,1    3.71             ,1    44.09            
1705,300313  ,天山生物　　　　,0    114.12           ,0    -75.01           ,0    26.30            ,0    -28.25           ,1    0.41             ,0    24.18            
1706,300314  ,戴维医疗　　　　,1    113.85           ,0    6.67             ,0    33.12            ,0    2.61             ,1    0.28             ,1    52.85            
1707,300315  ,掌趣科技　　　　,1    104.08           ,0    -2.72            ,0    20.49            ,0    -2.98            ,0    66.34            ,1    60.99            
1708,300316  ,晶盛机电　　　　,0    79.46            ,0    9.23             ,0    30.82            ,0    53.47            ,1    1.60             ,1    39.35            
1709,300317  ,珈伟新能　　　　,0    94.60            ,0    -4.65            ,0    39.56            ,0    -60.87           ,0    28.69            ,1    26.10            
1710,300318  ,博晖创新　　　　,0    101.08           ,0    3.08             ,0    18.47            ,0    41.40            ,0    50.32            ,1    59.00            
1711,300319  ,麦捷科技　　　　,0    89.89            ,0    4.61             ,1    54.12            ,0    5.65             ,0    21.96            ,1    20.86            
1712,300320  ,海达股份　　　　,0    75.10            ,0    12.06            ,1    86.63            ,0    83.41            ,1    2.74             ,1    27.21            
1713,300321  ,同大股份　　　　,0    77.27            ,0    5.32             ,1    64.47            ,0    -0.62            ,1    0.06             ,1    19.32            
1714,300322  ,硕贝德　　　　　,0    104.18           ,0    4.48             ,1    84.89            ,0    3.74             ,1    1.80             ,1    21.02            
1715,300323  ,华灿光电　　　　,0    78.41            ,0    5.58             ,0    26.07            ,0    21.92            ,1    7.44             ,1    28.99            
1716,300324  ,旋极信息　　　　,0    105.82           ,0    10.26            ,1    48.86            ,0    25.05            ,0    32.84            ,1    49.88            
1717,300325  ,德威新材　　　　,0    81.95            ,0    3.21             ,1    63.69            ,0    1.85             ,1    8.41             ,0    13.65            
1718,300326  ,凯利泰　　　　　,0    101.36           ,0    12.22            ,0    28.88            ,1    46.05            ,0    43.62            ,1    66.35            
1719,300327  ,中颖电子　　　　,1    106.72           ,0    13.74            ,1    67.09            ,0    20.12            ,1    0.00             ,1    41.35            
1720,300328  ,宜安科技　　　　,0    95.55            ,0    6.01             ,1    60.07            ,0    42.64            ,1    7.21             ,1    26.66            
1721,300329  ,海伦钢琴　　　　,1    106.53           ,0    5.20             ,1    48.17            ,0    21.81            ,1    0.05             ,1    27.66            
1722,300330  ,华虹计通　　　　,0    112.11           ,0    -2.18            ,0    36.29            ,0    43.89            ,1    0.00             ,0    18.60            
1723,300331  ,苏大维格　　　　,0    96.88            ,0    4.07             ,0    50.09            ,0    47.79            ,0    19.54            ,1    29.34            
1724,300332  ,天壕环境　　　　,0    71.04            ,0    5.31             ,0    25.82            ,0    8.58             ,0    26.05            ,1    30.67            
1725,300333  ,兆日科技　　　　,1    116.22           ,0    3.11             ,0    23.17            ,0    9.22             ,1    0.82             ,1    63.56            
1726,300334  ,津膜科技　　　　,0    59.48            ,0    3.09             ,0    32.62            ,0    -20.76           ,1    5.36             ,1    33.47            
1727,300335  ,迪森股份　　　　,0    101.76           ,0    10.78            ,0    51.56            ,0    7.73             ,1    15.10            ,1    32.39            
1728,300336  ,新文化　　　　　,0    95.80            ,0    8.44             ,0    31.50            ,0    -47.85           ,0    27.23            ,1    40.26            
1729,300337  ,银邦股份　　　　,0    68.40            ,0    -2.45            ,1    64.21            ,0    4.19             ,1    1.28             ,0    9.02             
1730,300338  ,开元股份　　　　,0    94.31            ,0    4.21             ,0    40.11            ,1    135.90           ,0    26.29            ,1    57.71            
1731,300339  ,润和软件　　　　,0    97.41            ,0    8.95             ,0    33.15            ,0    40.82            ,0    65.97            ,1    38.30            
1732,300340  ,科恒股份　　　　,0    82.01            ,0    0.54             ,0    52.83            ,0    49.86            ,0    17.34            ,0    11.81            
1733,300341  ,麦克奥迪　　　　,0    96.37            ,0    11.71            ,1    68.25            ,0    25.90            ,1    3.21             ,1    38.83            
1734,300342  ,天银机电　　　　,0    106.55           ,0    12.61            ,1    48.23            ,0    11.49            ,1    14.73            ,1    36.51            
1735,300343  ,联创股份　　　　,0    88.40            ,0    -7.96            ,1    68.66            ,0    51.02            ,0    52.81            ,0    17.89            
1736,300344  ,太空智造　　　　,0    110.36           ,0    -1.63            ,0    26.47            ,0    38.88            ,0    47.56            ,1    37.19            
1737,300345  ,红宇新材　　　　,0    101.40           ,0    -9.45            ,0    19.35            ,0    -23.87           ,1    1.01             ,1    31.89            
1738,300346  ,南大光电　　　　,0    85.89            ,0    3.16             ,0    11.80            ,0    85.24            ,1    0.00             ,1    45.03            
1739,300347  ,泰格医药　　　　,0    96.32            ,0    14.68            ,1    59.19            ,1    54.68            ,0    40.75            ,1    43.80            
1740,300348  ,长亮科技　　　　,0    86.04            ,0    8.54             ,1    58.44            ,1    37.42            ,1    10.42            ,1    50.28            
1741,300349  ,金卡智能　　　　,0    95.35            ,0    12.33            ,0    46.72            ,0    49.23            ,0    26.22            ,1    43.13            
1742,300350  ,华鹏飞　　　　　,0    102.48           ,0    -2.69            ,0    49.38            ,0    -5.21            ,0    45.46            ,1    27.13            
1743,300351  ,永贵电器　　　　,0    82.39            ,0    4.20             ,0    40.45            ,0    9.81             ,1    12.63            ,1    42.41            
1744,300352  ,北信源　　　　　,0    76.72            ,0    7.25             ,0    32.47            ,0    45.91            ,1    4.22             ,1    80.66            
1745,300353  ,东土科技　　　　,0    93.35            ,0    6.93             ,0    36.17            ,0    7.91             ,0    46.38            ,1    52.67            
1746,300354  ,东华测试　　　　,1    112.58           ,0    2.31             ,0    31.90            ,0    14.33            ,1    0.00             ,1    57.92            
1747,300355  ,蒙草生态　　　　,0    62.62            ,0    13.83            ,0    48.09            ,0    -2.64            ,1    9.71             ,1    32.45            
1748,300356  ,光一科技　　　　,0    98.10            ,0    -3.39            ,0    28.87            ,0    -37.69           ,1    15.41            ,1    30.30            
1749,300357  ,我武生物　　　　,0    97.58            ,1    23.36            ,1    51.43            ,1    46.66            ,1    0.00             ,1    95.43            
1750,300358  ,楚天科技　　　　,0    103.39           ,0    10.97            ,0    49.61            ,1    45.10            ,1    13.75            ,1    40.82            
1751,300359  ,全通教育　　　　,0    97.77            ,0    0.24             ,0    40.78            ,0    -28.81           ,0    47.91            ,1    37.79            
1752,300360  ,炬华科技　　　　,0    91.82            ,0    18.50            ,0    60.57            ,0    -22.29           ,1    3.68             ,1    34.50            
1753,300362  ,天翔环境　　　　,0    89.53            ,0    -32.21           ,0    19.74            ,0    -64.63           ,0    35.71            ,0    25.33            
1754,300363  ,博腾股份　　　　,0    88.54            ,0    11.46            ,0    48.68            ,0    1.24             ,1    10.45            ,1    36.51            
1755,300364  ,中文在线　　　　,0    107.69           ,0    -5.56            ,0    43.96            ,0    26.16            ,1    1.52             ,1    49.68            
1756,300365  ,恒华科技　　　　,0    79.16            ,0    17.26            ,1    58.70            ,0    41.96            ,1    1.50             ,1    42.21            
1757,300366  ,创意信息　　　　,0    91.57            ,0    6.69             ,1    50.58            ,0    25.55            ,0    32.86            ,1    29.53            
1758,300367  ,东方网力　　　　,0    75.92            ,0    16.01            ,0    37.31            ,0    5.44             ,0    22.36            ,1    56.54            
1759,300368  ,汇金股份　　　　,0    97.46            ,0    2.33             ,0    44.86            ,0    68.18            ,0    29.80            ,1    40.19            
1760,300369  ,绿盟科技　　　　,0    100.30           ,0    10.96            ,0    48.66            ,0    31.54            ,1    15.08            ,1    79.48            
1761,300370  ,安控科技　　　　,0    79.39            ,0    -0.49            ,0    45.41            ,0    36.16            ,0    31.69            ,1    33.48            
1762,300371  ,汇中股份　　　　,1    99.13            ,0    13.42            ,0    42.61            ,0    34.22            ,1    0.00             ,1    59.72            
1763,300373  ,扬杰科技　　　　,1    102.12           ,0    14.29            ,1    66.69            ,0    28.11            ,1    5.51             ,1    33.48            
1764,300374  ,恒通科技　　　　,0    80.91            ,0    8.18             ,0    49.34            ,0    -17.64           ,1    0.00             ,0    25.47            
1765,300375  ,鹏翎股份　　　　,0    84.59            ,0    11.42            ,1    77.68            ,0    26.53            ,1    5.57             ,1    26.67            
1766,300376  ,易事特　　　　　,0    88.78            ,0    18.18            ,1    78.17            ,0    -24.98           ,1    0.16             ,1    20.30            
1767,300377  ,赢时胜　　　　　,0    90.80            ,0    9.11             ,0    34.13            ,0    60.83            ,1    0.03             ,1    77.42            
1768,300378  ,鼎捷软件　　　　,1    108.35           ,0    4.35             ,1    69.24            ,0    10.53            ,1    0.54             ,1    81.72            
1769,300379  ,东方通　　　　　,1    106.47           ,0    4.79             ,0    23.11            ,0    37.05            ,0    52.82            ,1    83.53            
1770,300380  ,安硕信息　　　　,1    107.15           ,0    4.09             ,1    72.24            ,0    14.45            ,1    1.93             ,1    41.20            
1771,300381  ,溢多利　　　　　,0    97.24            ,0    7.65             ,1    46.35            ,0    20.20            ,0    26.15            ,1    44.96            
1772,300382  ,斯莱克　　　　　,0    86.24            ,0    14.25            ,0    42.95            ,1    94.84            ,1    0.82             ,1    48.95            
1773,300383  ,光环新网　　　　,0    95.58            ,0    11.01            ,1    51.06            ,1    70.62            ,0    21.86            ,1    29.16            
1774,300384  ,三联虹普　　　　,0    73.16            ,0    15.41            ,0    26.91            ,1    100.90           ,1    2.56             ,1    48.67            
1775,300385  ,雪浪环境　　　　,1    116.40           ,0    8.18             ,0    46.09            ,0    34.39            ,1    11.68            ,1    31.07            
1776,300386  ,飞天诚信　　　　,1    116.14           ,0    12.78            ,1    62.20            ,0    1.92             ,1    2.41             ,1    39.93            
1777,300387  ,富邦股份　　　　,1    110.92           ,0    10.02            ,1    50.13            ,0    20.53            ,0    34.48            ,1    39.05            
1778,300388  ,国祯环保　　　　,0    99.09            ,0    10.89            ,0    37.82            ,0    78.61            ,0    16.06            ,1    28.23            
1779,300389  ,艾比森　　　　　,0    94.73            ,0    18.84            ,1    92.60            ,0    57.99            ,1    0.99             ,1    35.06            
1780,300390  ,天华超净　　　　,1    112.62           ,0    8.10             ,1    76.57            ,0    9.20             ,1    21.03            ,1    24.31            
1781,300391  ,康跃科技　　　　,0    70.39            ,0    6.05             ,0    39.54            ,0    102.21           ,0    20.61            ,1    33.01            
1782,300392  ,腾信股份　　　　,0    97.42            ,0    -5.17            ,1    105.25           ,0    0.57             ,1    2.49             ,0    10.70            
1783,300393  ,中来股份　　　　,0    84.24            ,0    17.78            ,1    56.54            ,0    9.64             ,1    0.00             ,1    30.65            
1784,300394  ,天孚通信　　　　,0    100.27           ,0    18.95            ,0    46.63            ,0    30.96            ,1    0.00             ,1    58.47            
1785,300395  ,菲利华　　　　　,0    79.33            ,0    14.81            ,1    48.57            ,0    45.75            ,1    6.56             ,1    48.69            
1786,300396  ,迪瑞医疗　　　　,1    113.41           ,0    14.23            ,1    47.74            ,0    22.14            ,0    27.41            ,1    60.95            
1787,300397  ,天和防务　　　　,0    101.80           ,0    -1.94            ,0    15.53            ,0    174.10           ,1    7.26             ,1    35.94            
1788,300398  ,飞凯材料　　　　,1    111.68           ,0    14.14            ,0    46.68            ,0    149.24           ,0    13.38            ,1    44.91            
1789,300399  ,京天利　　　　　,1    111.27           ,0    4.64             ,0    52.91            ,0    39.56            ,1    11.99            ,1    35.77            
1790,300400  ,劲拓股份　　　　,0    100.53           ,0    13.63            ,1    66.71            ,0    27.70            ,1    0.50             ,1    39.86            
1791,300401  ,花园生物　　　　,0    97.74            ,0    10.35            ,0    32.65            ,0    80.00            ,1    0.00             ,1    50.36            
1792,300402  ,宝色股份　　　　,0    69.75            ,0    -0.38            ,0    39.41            ,0    153.07           ,1    0.00             ,0    15.82            
1793,300403  ,汉宇集团　　　　,0    91.89            ,0    14.44            ,1    55.42            ,0    7.75             ,1    0.10             ,1    38.72            
1794,300404  ,博济医药　　　　,0    103.88           ,0    4.38             ,0    29.02            ,1    89.96            ,1    1.36             ,1    44.93            
1795,300405  ,科隆股份　　　　,0    108.24           ,0    -0.32            ,1    67.88            ,0    11.70            ,1    5.16             ,0    15.84            
1796,300406  ,九强生物　　　　,1    104.09           ,1    23.01            ,1    49.62            ,0    16.11            ,1    6.99             ,1    70.78            
1797,300407  ,凯发电气　　　　,1    107.03           ,0    10.21            ,0    55.72            ,0    28.96            ,1    0.00             ,1    35.16            
1798,300408  ,三环集团　　　　,1    108.18           ,1    22.92            ,1    53.48            ,0    11.42            ,1    1.59             ,1    49.07            
1799,300409  ,道氏技术　　　　,0    91.04            ,0    13.72            ,1    65.31            ,0    215.40           ,1    13.43            ,1    38.67            
1800,300410  ,正业科技　　　　,0    86.00            ,0    9.02             ,1    57.48            ,0    35.22            ,0    27.45            ,1    37.31            
1801,300411  ,金盾股份　　　　,0    85.11            ,0    -6.55            ,0    32.74            ,0    34.34            ,0    13.44            ,1    39.91            
1802,300412  ,迦南科技　　　　,0    99.65            ,0    11.74            ,0    44.22            ,0    31.63            ,1    8.21             ,1    46.78            
1803,300413  ,芒果超媒　　　　,1    118.52           ,0    9.91             ,1    147.52           ,0    201.85           ,1    0.00             ,1    27.01            
1804,300414  ,中光防雷　　　　,0    95.27            ,0    15.11            ,0    57.76            ,0    16.91            ,1    2.26             ,1    34.97            
1805,300415  ,伊之密　　　　　,0    101.39           ,0    18.15            ,1    91.13            ,0    17.75            ,1    0.79             ,1    35.22            
